x,y,z,cu_grade
0.0,20.0,90.0,0.002325231688277774
0.0,20.0,100.0,0.0013354269143532483
0.0,20.0,110.0,0.007689772797810766
0.0,20.0,120.0,0.04918270342326358
0.0,20.0,130.0,0.03421942947823396
0.0,20.0,140.0,0.0
0.0,20.0,150.0,0.0
0.0,20.0,160.0,0.045125776756914086
0.0,20.0,170.0,0.029234724188685352
0.0,20.0,180.0,0.009561511867419738
0.0,20.0,190.0,0.0085107432384165
0.0,20.0,200.0,0.023983685493673867
0.0,20.0,210.0,0.019915967626740097
0.0,20.0,220.0,0.0
0.0,20.0,230.0,0.08979329346244591
0.0,20.0,240.0,0.0
0.0,20.0,250.0,0.0
0.0,20.0,260.0,0.0
0.0,20.0,270.0,0.023059147349595133
0.0,20.0,280.0,0.009806237316701282
0.0,20.0,290.0,0.0
0.0,30.0,0.0,0.0
0.0,30.0,10.0,0.011307487571141741
0.0,30.0,20.0,0.06110981893637918
0.0,30.0,30.0,0.0
0.0,30.0,40.0,0.0
0.0,30.0,50.0,0.0
0.0,30.0,60.0,0.005128823441066374
0.0,30.0,70.0,0.0
0.0,30.0,80.0,0.0
0.0,30.0,90.0,0.007521770803140044
0.0,30.0,100.0,0.08266015034760422
0.0,30.0,110.0,0.031235356452979535
0.0,30.0,120.0,0.13290365843173013
0.0,30.0,130.0,0.033610139304054494
0.0,30.0,140.0,0.12852951809692337
0.0,30.0,150.0,0.02413419306286075
0.0,30.0,160.0,0.06132423335185653
0.0,30.0,170.0,0.12884917696776552
0.0,30.0,180.0,0.10630464169268669
0.0,30.0,190.0,0.0
0.0,30.0,200.0,0.0
0.0,30.0,210.0,0.0016504909304402241
0.0,30.0,220.0,0.028089603940112964
0.0,30.0,230.0,0.0
0.0,30.0,240.0,0.0
0.0,30.0,250.0,0.009365446213596165
0.0,30.0,260.0,0.06625413566449957
0.0,30.0,270.0,0.0
0.0,30.0,280.0,0.0
0.0,30.0,290.0,0.0
0.0,40.0,0.0,0.0
0.0,40.0,10.0,0.027972500520783438
0.0,40.0,20.0,0.023487507875133307
0.0,40.0,30.0,0.0
0.0,40.0,40.0,0.0
0.0,40.0,50.0,0.0
0.0,40.0,60.0,0.003332775920960674
0.0,40.0,70.0,0.013121690572450394
0.0,40.0,80.0,0.03414326326427284
0.0,40.0,90.0,0.0356154566968646
0.0,40.0,100.0,0.03359714178806221
0.0,40.0,110.0,0.007485026702070501
0.0,40.0,120.0,0.0
0.0,40.0,130.0,0.08166751266927513
0.0,40.0,140.0,0.25226703078311147
0.0,40.0,150.0,0.028692849857521612
0.0,40.0,160.0,0.0
0.0,40.0,170.0,0.03597361740584788
0.0,40.0,180.0,0.03578575546801218
0.0,40.0,190.0,0.03773576995484451
0.0,40.0,200.0,0.0
0.0,40.0,210.0,0.04822883249614082
0.0,40.0,220.0,0.05939281268597502
0.0,40.0,230.0,0.011496541971834164
0.0,40.0,240.0,0.0
0.0,40.0,250.0,0.02088050861645166
0.0,40.0,260.0,0.0
0.0,40.0,270.0,0.0
0.0,40.0,280.0,0.0
0.0,40.0,290.0,0.0
0.0,50.0,0.0,0.028173457357357896
0.0,50.0,10.0,0.0
0.0,50.0,20.0,0.036702887259357504
0.0,50.0,30.0,0.0
0.0,50.0,40.0,0.0
0.0,50.0,50.0,0.04589476146475196
0.0,50.0,60.0,0.0
0.0,50.0,70.0,0.0
0.0,50.0,80.0,0.05320287189364464
0.0,50.0,90.0,0.020591297283860995
0.0,50.0,100.0,0.05645782770343175
0.0,50.0,110.0,0.005561480948989606
0.0,50.0,120.0,0.0518062041569555
0.0,50.0,130.0,0.059547403837758486
0.0,50.0,140.0,0.020789900572994284
0.0,50.0,150.0,0.11482396509450299
0.0,50.0,160.0,0.0
0.0,50.0,170.0,0.003655344278476219
0.0,50.0,180.0,0.0
0.0,50.0,190.0,0.05224770192048156
0.0,50.0,200.0,0.05425847102599493
0.0,50.0,210.0,0.02697730716822315
0.0,50.0,220.0,0.032068211446954396
0.0,50.0,230.0,0.025230612587626496
0.0,50.0,240.0,0.0
0.0,50.0,250.0,0.01318069249196932
0.0,50.0,260.0,0.030496679243259155
0.0,50.0,270.0,0.0
0.0,50.0,280.0,0.0
0.0,50.0,290.0,0.05679483333712412
0.0,60.0,0.0,0.06397529512334844
0.0,60.0,10.0,0.06131412160924733
0.0,60.0,20.0,0.0
0.0,60.0,30.0,0.0
0.0,60.0,40.0,0.0
0.0,60.0,50.0,0.037068986382156915
0.0,60.0,60.0,0.12152183909448819
0.0,60.0,70.0,0.12675017839339914
0.0,60.0,80.0,0.0
0.0,60.0,90.0,0.0
0.0,60.0,100.0,0.031518382851365004
0.0,60.0,110.0,0.039896418310264276
0.0,60.0,120.0,0.04787081286606509
0.0,60.0,130.0,0.13822445849116724
0.0,60.0,140.0,0.13691447422477074
0.0,60.0,150.0,0.0
0.0,60.0,160.0,0.03554955043367424
0.0,60.0,170.0,0.059254470907564555
0.0,60.0,180.0,0.10588967139788767
0.0,60.0,190.0,0.0
0.0,60.0,200.0,0.08723570526489811
0.0,60.0,210.0,0.07034542863157464
0.0,60.0,220.0,0.03947167229640957
0.0,60.0,230.0,0.03986880524191733
0.0,60.0,240.0,0.0
0.0,60.0,250.0,0.03665800532033086
0.0,60.0,260.0,0.029030923254129294
0.0,60.0,270.0,0.02824586973956045
0.0,60.0,280.0,0.045955828586722744
0.0,60.0,290.0,0.017111471046508914
0.0,70.0,0.0,0.08362757552794571
0.0,70.0,10.0,0.0
0.0,70.0,20.0,0.0
0.0,70.0,30.0,0.0
0.0,70.0,40.0,0.0
0.0,70.0,50.0,0.0
0.0,70.0,60.0,0.03872055513828729
0.0,70.0,70.0,0.08821971745242849
0.0,70.0,80.0,0.03417028389855177
0.0,70.0,90.0,0.01873353847569799
0.0,70.0,100.0,0.0
0.0,70.0,110.0,0.027226255165726097
0.0,70.0,120.0,0.09389957178256658
0.0,70.0,130.0,0.05108607144383132
0.0,70.0,140.0,0.11711746393073072
0.0,70.0,150.0,0.05309649620517114
0.0,70.0,160.0,0.08944120919221155
0.0,70.0,170.0,0.025134348726370784
0.0,70.0,180.0,0.026956426681297805
0.0,70.0,190.0,0.0
0.0,70.0,200.0,0.10586577648309947
0.0,70.0,210.0,0.0
0.0,70.0,220.0,0.02704389720114099
0.0,70.0,230.0,0.0
0.0,70.0,240.0,0.0
0.0,70.0,250.0,0.023016123284108597
0.0,70.0,260.0,0.0
0.0,70.0,270.0,0.0
0.0,70.0,280.0,0.0
0.0,70.0,290.0,0.059240436570869554
0.0,80.0,0.0,0.024709539690926634
0.0,80.0,10.0,0.0
0.0,80.0,20.0,0.015430293421354692
0.0,80.0,30.0,0.0
0.0,80.0,40.0,0.07438926149191367
0.0,80.0,50.0,0.02673488789754608
0.0,80.0,60.0,0.00011785637473249108
0.0,80.0,70.0,0.0044565051671249176
0.0,80.0,80.0,0.07713582439726668
0.0,80.0,90.0,0.0
0.0,80.0,100.0,0.06188825554422596
0.0,80.0,110.0,0.07514767628369345
0.0,80.0,120.0,0.0
0.0,80.0,130.0,0.09792294629705371
0.0,80.0,140.0,0.052998700735452015
0.0,80.0,150.0,0.08529512118518075
0.0,80.0,160.0,0.04030514873366257
0.0,80.0,170.0,0.022076009271071208
0.0,80.0,180.0,0.20912142593210742
0.0,80.0,190.0,0.13461394791999987
0.0,80.0,200.0,0.06918390827397727
0.0,80.0,210.0,0.0
0.0,80.0,220.0,0.0
0.0,80.0,230.0,0.05497432938542188
0.0,80.0,240.0,0.0
0.0,80.0,250.0,0.0
0.0,80.0,260.0,0.02193957449046898
0.0,80.0,270.0,0.01592061608365264
0.0,80.0,280.0,0.0054737205945758205
0.0,80.0,290.0,0.0
0.0,90.0,0.0,0.0
0.0,90.0,10.0,0.0
0.0,90.0,20.0,0.0
0.0,90.0,30.0,0.0
0.0,90.0,40.0,0.0
0.0,90.0,50.0,0.0
0.0,90.0,60.0,0.0
0.0,90.0,70.0,0.04484129783760242
0.0,90.0,80.0,0.040791271071977206
0.0,90.0,90.0,0.1327468505089454
0.0,90.0,100.0,0.02905761506179802
0.0,90.0,110.0,0.04194522825244064
0.0,90.0,120.0,0.05642594869074332
0.0,90.0,130.0,0.06441484538223013
0.0,90.0,140.0,0.09543763635344991
0.0,90.0,150.0,0.12161568110224591
0.0,90.0,160.0,0.09053441846870851
0.0,90.0,170.0,0.0
0.0,90.0,180.0,0.04712616574091441
0.0,90.0,190.0,0.06045562953803336
0.0,90.0,200.0,0.0
0.0,90.0,210.0,0.07043981934181585
0.0,90.0,220.0,0.042776976416249494
0.0,90.0,230.0,0.06280772970045444
0.0,90.0,240.0,0.024479658264378056
0.0,90.0,250.0,0.036307975567281145
0.0,90.0,260.0,0.0
0.0,90.0,270.0,0.0
0.0,90.0,280.0,0.0
0.0,90.0,290.0,0.0
0.0,100.0,0.0,0.07058876889199835
0.0,100.0,10.0,0.0
0.0,100.0,20.0,0.0
0.0,100.0,30.0,0.0
0.0,100.0,40.0,0.0
0.0,100.0,50.0,0.03521602192068731
0.0,100.0,60.0,0.032387939102033844
0.0,100.0,70.0,0.0
0.0,100.0,80.0,0.0726733180299871
0.0,100.0,90.0,0.047413965165228805
0.0,100.0,100.0,0.0
0.0,100.0,110.0,0.08882045171592733
0.0,100.0,120.0,0.10811739751235573
0.0,100.0,130.0,0.05156221690732652
0.0,100.0,140.0,0.13912938737328745
0.0,100.0,150.0,0.019562497520429267
0.0,100.0,160.0,0.0407716392854516
0.0,100.0,170.0,0.10923877965870525
0.0,100.0,180.0,0.04924017740162936
0.0,100.0,190.0,0.0
0.0,100.0,200.0,0.08472601448709413
0.0,100.0,210.0,0.0
0.0,100.0,220.0,0.0
0.0,100.0,230.0,0.011784954262150291
0.0,100.0,240.0,0.03576988072308873
0.0,100.0,250.0,0.06155207635322001
0.0,100.0,260.0,0.018343379798859336
0.0,100.0,270.0,0.007832740699317843
0.0,100.0,280.0,0.01836897966199962
0.0,100.0,290.0,0.0
0.0,110.0,0.0,0.04622604249406343
0.0,110.0,10.0,0.0
0.0,110.0,20.0,0.049340175637788475
0.0,110.0,30.0,0.0
0.0,110.0,40.0,0.0
0.0,110.0,50.0,0.0
0.0,110.0,60.0,0.0
0.0,110.0,70.0,0.04846702248371371
0.0,110.0,80.0,0.0
0.0,110.0,90.0,0.06913529898108317
0.0,110.0,100.0,0.07093156347471613
0.0,110.0,110.0,0.07918505285288621
0.0,110.0,120.0,0.0
0.0,110.0,130.0,0.048118758456051965
0.0,110.0,140.0,0.06348022665387311
0.0,110.0,150.0,0.06344508524852555
0.0,110.0,160.0,0.0554921966119283
0.0,110.0,170.0,0.0
0.0,110.0,180.0,0.07892859365233965
0.0,110.0,190.0,0.0034879948327816435
0.0,110.0,200.0,0.032850808878125734
0.0,110.0,210.0,0.14063825445703776
0.0,110.0,220.0,0.06705130550349211
0.0,110.0,230.0,0.0761704147555208
0.0,110.0,240.0,0.05905183845147113
0.0,110.0,250.0,0.025531474265951176
0.0,110.0,260.0,0.06313781723596779
0.0,110.0,270.0,0.04287234548327264
0.0,110.0,280.0,0.0
0.0,110.0,290.0,0.0
0.0,120.0,0.0,0.03979705944970316
0.0,120.0,10.0,0.0
0.0,120.0,20.0,0.0
0.0,120.0,30.0,0.015134316015361323
0.0,120.0,40.0,0.07666267450816885
0.0,120.0,50.0,0.021738832619292176
0.0,120.0,60.0,0.040787646990126644
0.0,120.0,70.0,0.0
0.0,120.0,80.0,0.044244378029328936
0.0,120.0,90.0,0.08126006034227676
0.0,120.0,100.0,0.13918682784310354
0.0,120.0,110.0,0.06747432767556126
0.0,120.0,120.0,0.07073753789250492
0.0,120.0,130.0,0.021922556247601255
0.0,120.0,140.0,0.1425384070943256
0.0,120.0,150.0,0.11853920011605258
0.0,120.0,160.0,0.13898286121798686
0.0,120.0,170.0,0.027876235681650985
0.0,120.0,180.0,0.09252183666831275
0.0,120.0,190.0,0.08777865570438176
0.0,120.0,200.0,0.047915047920861015
0.0,120.0,210.0,0.0
0.0,120.0,220.0,0.07816336887495744
0.0,120.0,230.0,0.0
0.0,120.0,240.0,0.0
0.0,120.0,250.0,0.05562427953772274
0.0,120.0,260.0,0.013649984225662243
0.0,120.0,270.0,0.0
0.0,120.0,280.0,0.0917944729395762
0.0,120.0,290.0,0.030894539753915522
0.0,130.0,0.0,0.07577934081456565
0.0,130.0,10.0,0.062206170380152664
0.0,130.0,20.0,0.008703108393488956
0.0,130.0,30.0,0.0
0.0,130.0,40.0,0.0
0.0,130.0,50.0,0.053320890611777354
0.0,130.0,60.0,0.01615667923465367
0.0,130.0,70.0,0.0
0.0,130.0,80.0,0.01949492498217159
0.0,130.0,90.0,0.13090804148620533
0.0,130.0,100.0,0.0
0.0,130.0,110.0,0.024319368325334913
0.0,130.0,120.0,0.013251670786838421
0.0,130.0,130.0,0.08261324561766041
0.0,130.0,140.0,0.1337496159395592
0.0,130.0,150.0,0.122379656889483
0.0,130.0,160.0,0.028423173847425473
0.0,130.0,170.0,0.09596407332291211
0.0,130.0,180.0,0.0694054229392978
0.0,130.0,190.0,0.1260785976375086
0.0,130.0,200.0,0.006058847140007949
0.0,130.0,210.0,0.0
0.0,130.0,220.0,0.0
0.0,130.0,230.0,0.06774071400398306
0.0,130.0,240.0,0.03215525975737891
0.0,130.0,250.0,0.022750153209724615
0.0,130.0,260.0,0.0
0.0,130.0,270.0,0.0
0.0,130.0,280.0,0.019422233654810488
0.0,130.0,290.0,0.015946150367025035
0.0,140.0,0.0,0.0
0.0,140.0,10.0,0.004039410322312009
0.0,140.0,20.0,0.0
0.0,140.0,30.0,0.0
0.0,140.0,40.0,0.04536321253562626
0.0,140.0,50.0,0.10037910314694634
0.0,140.0,60.0,0.02308818200709699
0.0,140.0,70.0,0.014731295436943077
0.0,140.0,80.0,0.0
0.0,140.0,90.0,0.04518510930628143
0.0,140.0,100.0,0.0
0.0,140.0,110.0,0.03325744049334323
0.0,140.0,120.0,0.07733555969885847
0.0,140.0,130.0,0.14614104711761944
0.0,140.0,140.0,0.1635333125134115
0.0,140.0,150.0,0.05845451629780205
0.0,140.0,160.0,0.15876975306214786
0.0,140.0,170.0,0.11898314649636385
0.0,140.0,180.0,0.068286197889497
0.0,140.0,190.0,0.14527342519745506
0.0,140.0,200.0,0.03551686655044774
0.0,140.0,210.0,0.027091469845458873
0.0,140.0,220.0,0.0
0.0,140.0,230.0,0.0
0.0,140.0,240.0,0.07695672793456682
0.0,140.0,250.0,0.0008494264305486774
0.0,140.0,260.0,0.022367343838954265
0.0,140.0,270.0,0.0
0.0,140.0,280.0,0.0510101841221789
0.0,140.0,290.0,0.0
0.0,150.0,0.0,0.0
0.0,150.0,10.0,0.02361213298582247
0.0,150.0,20.0,0.12526304023427917
0.0,150.0,30.0,0.0
0.0,150.0,40.0,0.027798304129074303
0.0,150.0,50.0,0.06897446446369351
0.0,150.0,60.0,0.0
0.0,150.0,70.0,0.08040932416853226
0.0,150.0,80.0,0.05417879861882096
0.0,150.0,90.0,0.00023238970145533777
0.0,150.0,100.0,0.0786685662589988
0.0,150.0,110.0,0.0165832338800367
0.0,150.0,120.0,0.043564278397509495
0.0,150.0,130.0,0.13791969719151176
0.0,150.0,140.0,0.005246282740378028
0.0,150.0,150.0,0.13238676733621121
0.0,150.0,160.0,0.09723749314930635
0.0,150.0,170.0,0.00974193300545094
0.0,150.0,180.0,0.08886516171965657
0.0,150.0,190.0,0.12280081054137698
0.0,150.0,200.0,0.14031652113325477
0.0,150.0,210.0,0.057708722526316175
0.0,150.0,220.0,0.027384722887535483
0.0,150.0,230.0,0.0
0.0,150.0,240.0,0.0
0.0,150.0,250.0,0.0
0.0,150.0,260.0,0.0409530974700609
0.0,150.0,270.0,0.09337794314646153
0.0,150.0,280.0,0.0
0.0,150.0,290.0,0.09332067566716223
0.0,160.0,0.0,0.041596926818170905
0.0,160.0,10.0,0.0
0.0,160.0,20.0,0.0
0.0,160.0,30.0,0.0
0.0,160.0,40.0,0.004753555564242626
0.0,160.0,50.0,0.02957486263033422
0.0,160.0,60.0,0.01404828969743844
0.0,160.0,70.0,0.02855237196925616
0.0,160.0,80.0,0.05719765414681624
0.0,160.0,90.0,0.09405516465390655
0.0,160.0,100.0,0.06477847672310477
0.0,160.0,110.0,0.13006679497612483
0.0,160.0,120.0,0.007429112102982832
0.0,160.0,130.0,0.07668479668193391
0.0,160.0,140.0,0.07969420416459064
0.0,160.0,150.0,0.2009486228171376
0.0,160.0,160.0,0.04084588792431934
0.0,160.0,170.0,0.04459322988047967
0.0,160.0,180.0,0.06824772493952068
0.0,160.0,190.0,0.07245761727110889
0.0,160.0,200.0,0.048790819153822586
0.0,160.0,210.0,0.0979252787054023
0.0,160.0,220.0,0.04974759053237084
0.0,160.0,230.0,0.0
0.0,160.0,240.0,0.0
0.0,160.0,250.0,0.031080757629412648
0.0,160.0,260.0,0.042535684718501894
0.0,160.0,270.0,0.030507799829269037
0.0,160.0,280.0,0.0
0.0,160.0,290.0,0.08709482462110428
0.0,170.0,0.0,0.00436699787212435
0.0,170.0,10.0,0.0
0.0,170.0,20.0,0.03318342181511124
0.0,170.0,30.0,0.00799405191096366
0.0,170.0,40.0,0.0
0.0,170.0,50.0,0.006147297191455691
0.0,170.0,60.0,0.005091863104477965
0.0,170.0,70.0,0.0
0.0,170.0,80.0,0.0148073806042955
0.0,170.0,90.0,0.04102098151098079
0.0,170.0,100.0,0.097168777810129
0.0,170.0,110.0,0.08020549947776649
0.0,170.0,120.0,0.1499340784403046
0.0,170.0,130.0,0.05786610643205325
0.0,170.0,140.0,0.14368707647054552
0.0,170.0,150.0,0.03429236474352823
0.0,170.0,160.0,0.13939536932610952
0.0,170.0,170.0,0.15095371925441575
0.0,170.0,180.0,0.0753431636275142
0.0,170.0,190.0,0.0782079039932263
0.0,170.0,200.0,0.01513947360281154
0.0,170.0,210.0,0.0
0.0,170.0,220.0,0.022295627689335677
0.0,170.0,230.0,0.005790811581914436
0.0,170.0,240.0,0.0
0.0,170.0,250.0,0.0
0.0,170.0,260.0,0.0
0.0,170.0,270.0,0.028559334029646482
0.0,170.0,280.0,0.009800782403704309
0.0,170.0,290.0,0.0
0.0,180.0,0.0,0.0
0.0,180.0,10.0,0.0
0.0,180.0,20.0,0.045256385697331716
0.0,180.0,30.0,0.036803502064985005
0.0,180.0,40.0,0.08802601423117802
0.0,180.0,50.0,0.058821631204799614
0.0,180.0,60.0,0.05931672129792005
0.0,180.0,70.0,0.03505938554571573
0.0,180.0,80.0,0.015306394063078894
0.0,180.0,90.0,0.04600084027580671
0.0,180.0,100.0,0.15693561148476773
0.0,180.0,110.0,0.06699577012797447
0.0,180.0,120.0,0.041331142648435786
0.0,180.0,130.0,0.0415537698370263
0.0,180.0,140.0,0.037448221388716264
0.0,180.0,150.0,0.07973169421323943
0.0,180.0,160.0,0.07431759848228955
0.0,180.0,170.0,0.1357413577249784
0.0,180.0,180.0,0.028741797110825612
0.0,180.0,190.0,0.08060149813756434
0.0,180.0,200.0,0.052449981649825964
0.0,180.0,210.0,0.056778913493042885
0.0,180.0,220.0,0.0
0.0,180.0,230.0,0.05108891432706692
0.0,180.0,240.0,0.00666420998988325
0.0,180.0,250.0,0.0
0.0,180.0,260.0,0.08429180267586091
0.0,180.0,270.0,0.0
0.0,180.0,280.0,0.0
0.0,180.0,290.0,0.0
0.0,190.0,0.0,0.031330794810557325
0.0,190.0,10.0,0.014006392541774404
0.0,190.0,20.0,0.030570461753400488
0.0,190.0,30.0,0.0
0.0,190.0,40.0,0.035442619096860056
0.0,190.0,50.0,0.0
0.0,190.0,60.0,0.08262513160960265
0.0,190.0,70.0,0.0133776198312457
0.0,190.0,80.0,0.0
0.0,190.0,90.0,0.02920876881098565
0.0,190.0,100.0,0.0
0.0,190.0,110.0,0.06309586843931342
0.0,190.0,120.0,0.07209914153663952
0.0,190.0,130.0,0.11085171886833764
0.0,190.0,140.0,0.01612654760755569
0.0,190.0,150.0,0.12283130747469417
0.0,190.0,160.0,0.010699072623778436
0.0,190.0,170.0,0.030371552498035345
0.0,190.0,180.0,0.1005602682314108
0.0,190.0,190.0,0.13649115234675066
0.0,190.0,200.0,0.06107369484743817
0.0,190.0,210.0,0.043258501584165665
0.0,190.0,220.0,0.06219221043238609
0.0,190.0,230.0,0.0739104598732344
0.0,190.0,240.0,0.0
0.0,190.0,250.0,0.0
0.0,190.0,260.0,0.000925095963325558
0.0,190.0,270.0,0.0
0.0,190.0,280.0,0.010585498532737967
0.0,190.0,290.0,0.06713968641207534
0.0,200.0,0.0,0.036569051379731536
0.0,200.0,10.0,0.0
0.0,200.0,20.0,0.0
0.0,200.0,30.0,0.0
0.0,200.0,40.0,0.05025061020730878
0.0,200.0,50.0,0.0
0.0,200.0,60.0,0.007164377932095602
0.0,200.0,70.0,0.026403674835120575
0.0,200.0,80.0,0.07402550901327949
0.0,200.0,90.0,0.011440823262383399
0.0,200.0,100.0,0.0438714714672161
0.0,200.0,110.0,0.15477078513784903
0.0,200.0,120.0,0.10720136490699042
0.0,200.0,130.0,0.07086051941757582
0.0,200.0,140.0,0.06896170261193588
0.0,200.0,150.0,0.08415670473848169
0.0,200.0,160.0,0.055065799240789456
0.0,200.0,170.0,0.080936113726332
0.0,200.0,180.0,0.013983490999368159
0.0,200.0,190.0,0.019563677449296022
0.0,200.0,200.0,0.0509073731559502
0.0,200.0,210.0,0.0
0.0,200.0,220.0,0.12284886237137556
0.0,200.0,230.0,0.08996612737020204
0.0,200.0,240.0,0.02510765029008931
0.0,200.0,250.0,0.05762765836413129
0.0,200.0,260.0,0.0
0.0,200.0,270.0,0.0
0.0,200.0,280.0,0.0755038693801096
0.0,200.0,290.0,0.0
0.0,210.0,0.0,0.0
0.0,210.0,10.0,0.08772611074789224
0.0,210.0,20.0,0.0
0.0,210.0,30.0,0.0
0.0,210.0,40.0,0.027821711358842725
0.0,210.0,50.0,0.03537814414078159
0.0,210.0,60.0,0.0
0.0,210.0,70.0,0.08159613763497671
0.0,210.0,80.0,0.08218287146779203
0.0,210.0,90.0,0.08624233836396213
0.0,210.0,100.0,0.07625476389476712
0.0,210.0,110.0,0.05931671033571804
0.0,210.0,120.0,0.006494582065125945
0.0,210.0,130.0,0.10098674496167209
0.0,210.0,140.0,0.08707655910995543
0.0,210.0,150.0,0.12014777744583088
0.0,210.0,160.0,0.028064155999831614
0.0,210.0,170.0,0.02248481551405409
0.0,210.0,180.0,0.09456388362683797
0.0,210.0,190.0,0.08692752178571232
0.0,210.0,200.0,0.03024999297647539
0.0,210.0,210.0,0.0
0.0,210.0,220.0,0.0
0.0,210.0,230.0,0.026917403597921254
0.0,210.0,240.0,0.07713060664888469
0.0,210.0,250.0,0.0
0.0,210.0,260.0,0.04861979398379139
0.0,210.0,270.0,0.033597045268166884
0.0,210.0,280.0,0.014232413061297666
0.0,210.0,290.0,0.09005803296049306
0.0,220.0,0.0,0.006145640328612258
0.0,220.0,10.0,0.02428564229962496
0.0,220.0,20.0,0.041083000953882245
0.0,220.0,30.0,0.03320358659714692
0.0,220.0,40.0,0.03733544168267172
0.0,220.0,50.0,0.06684942108987614
0.0,220.0,60.0,0.0
0.0,220.0,70.0,0.028587468818827035
0.0,220.0,80.0,0.042541482619589635
0.0,220.0,90.0,0.045681031025961286
0.0,220.0,100.0,0.05538218585392491
0.0,220.0,110.0,0.06091888589878792
0.0,220.0,120.0,0.0
0.0,220.0,130.0,0.044751836891551544
0.0,220.0,140.0,0.03716995149561457
0.0,220.0,150.0,0.02022137153354131
0.0,220.0,160.0,0.0
0.0,220.0,170.0,0.044257720671619184
0.0,220.0,180.0,0.12336544580306619
0.0,220.0,190.0,0.009763721660170914
0.0,220.0,200.0,0.0797876402302555
0.0,220.0,210.0,0.07687716651382828
0.0,220.0,220.0,0.0
0.0,220.0,230.0,0.0
0.0,220.0,240.0,0.014412730642925895
0.0,220.0,250.0,0.08219170233132565
0.0,220.0,260.0,0.035269778364697114
0.0,220.0,270.0,0.04638962763709419
0.0,220.0,280.0,0.0
0.0,220.0,290.0,0.0
0.0,230.0,0.0,0.0
0.0,230.0,10.0,0.0
0.0,230.0,20.0,0.0
0.0,230.0,30.0,0.0
0.0,230.0,40.0,0.03568514053418494
0.0,230.0,50.0,0.0
0.0,230.0,60.0,0.0
0.0,230.0,70.0,0.011401205622611675
0.0,230.0,80.0,0.045136436771109296
0.0,230.0,90.0,0.0
0.0,230.0,100.0,0.08257146167670412
0.0,230.0,110.0,0.054681646585930214
0.0,230.0,120.0,0.0542028346822264
0.0,230.0,130.0,0.0231014562681126
0.0,230.0,140.0,0.0
0.0,230.0,150.0,0.12882712860737194
0.0,230.0,160.0,0.03716032497933362
0.0,230.0,170.0,0.0006971784301057285
0.0,230.0,180.0,0.0
0.0,230.0,190.0,0.0
0.0,230.0,200.0,0.10590386482050326
0.0,230.0,210.0,0.011871955135065379
0.0,230.0,220.0,0.0021823915073459193
0.0,230.0,230.0,0.0404156214513173
0.0,230.0,240.0,0.11243886448631919
0.0,230.0,250.0,0.010697119786914715
0.0,230.0,260.0,0.0469844323376417
0.0,230.0,270.0,0.0
0.0,230.0,280.0,0.0
0.0,230.0,290.0,0.0
