timestamp,status
2023-10-01 02:39:36.873544057,Dumping
2023-10-01 02:39:48.237815749,Digging
2023-10-01 02:40:06.561242734,Swinging
2023-10-01 02:40:20.335800800,Dumping
2023-10-01 02:40:34.834418195,Digging
2023-10-01 02:40:56.518975450,Swinging
2023-10-01 02:41:11.079638570,Dumping
2023-10-01 02:41:25.873024636,Digging
2023-10-01 02:41:41.646230027,Swinging
2023-10-01 02:41:58.013850174,Dumping
2023-10-01 02:42:08.126418283,Digging
2023-10-01 02:42:26.428576779,Swinging
2023-10-01 02:42:36.437153855,Dumping
2023-10-01 02:42:49.529501640,Digging
2023-10-01 02:43:14.525040738,Swinging
2023-10-01 02:43:26.948487140,Dumping
2023-10-01 02:43:38.057841836,Waiting for Truck
2023-10-01 02:44:02.885069832,Digging
2023-10-01 02:44:24.930236124,Swinging
2023-10-01 02:44:42.928697902,Dumping
2023-10-01 02:44:57.884014928,Waiting for Truck
2023-10-01 02:46:56.920864373,Digging
2023-10-01 02:47:16.649121799,Swinging
2023-10-01 02:47:36.073958596,Dumping
2023-10-01 02:47:49.349330116,Digging
2023-10-01 02:48:13.713440324,Swinging
2023-10-01 02:48:30.989502232,Dumping
2023-10-01 02:48:43.223067004,Digging
2023-10-01 02:49:05.559493122,Swinging
2023-10-01 02:49:20.493558339,Dumping
2023-10-01 02:49:31.851480853,Waiting for Truck
2023-10-01 02:50:13.652629962,Digging
2023-10-01 02:50:34.052592952,Swinging
2023-10-01 02:50:46.331693494,Dumping
2023-10-01 02:50:58.360957449,Waiting for Truck
2023-10-01 02:51:09.324717513,Digging
2023-10-01 02:51:30.373257526,Swinging
2023-10-01 02:51:42.503387710,Dumping
2023-10-01 02:51:53.982022473,Digging
2023-10-01 02:52:10.745734315,Swinging
2023-10-01 02:52:27.615760453,Dumping
2023-10-01 02:52:39.319404603,Digging
2023-10-01 02:52:57.794903145,Swinging
2023-10-01 02:53:12.058354609,Dumping
2023-10-01 02:53:22.459245781,Waiting for Truck
2023-10-01 02:55:14.257855493,Digging
2023-10-01 02:55:38.857335075,Swinging
2023-10-01 02:55:52.113490200,Dumping
2023-10-01 02:56:03.630618301,Digging
2023-10-01 02:56:25.616118735,Swinging
2023-10-01 02:56:36.487495837,Dumping
2023-10-01 02:56:47.328648655,Waiting for Truck
2023-10-01 02:58:52.600139636,Digging
2023-10-01 02:59:11.051213739,Swinging
2023-10-01 02:59:28.563298316,Dumping
2023-10-01 02:59:39.332944041,Waiting for Truck
2023-10-01 02:59:48.454753367,Digging
2023-10-01 03:00:13.120139072,Swinging
2023-10-01 03:00:31.497750536,Dumping
2023-10-01 03:00:41.921586170,Digging
2023-10-01 03:00:57.766232612,Swinging
2023-10-01 03:01:13.391119819,Dumping
2023-10-01 03:01:25.000492444,Waiting for Truck
2023-10-01 03:03:34.176675792,Digging
2023-10-01 03:03:50.450452399,Swinging
2023-10-01 03:04:07.342194852,Dumping
2023-10-01 03:04:18.360107391,Digging
2023-10-01 03:04:37.761765525,Swinging
2023-10-01 03:04:53.772194488,Dumping
2023-10-01 03:05:06.253148490,Digging
2023-10-01 03:05:27.523452942,Swinging
2023-10-01 03:05:42.391380290,Dumping
2023-10-01 03:05:54.858712619,Waiting for Truck
2023-10-01 03:09:40.306711149,Digging
2023-10-01 03:10:02.207739589,Swinging
2023-10-01 03:10:16.625295359,Dumping
2023-10-01 03:10:28.014358275,Digging
2023-10-01 03:10:47.871390714,Swinging
2023-10-01 03:11:06.836820135,Dumping
2023-10-01 03:11:19.490180392,Digging
2023-10-01 03:11:41.392875915,Swinging
2023-10-01 03:12:00.526665065,Dumping
2023-10-01 03:12:10.558366079,Digging
2023-10-01 03:12:30.746904670,Swinging
2023-10-01 03:12:44.386085483,Dumping
2023-10-01 03:12:55.503442855,Waiting for Truck
2023-10-01 03:17:34.444990104,Digging
2023-10-01 03:17:57.630960339,Swinging
2023-10-01 03:18:16.858842679,Dumping
2023-10-01 03:18:27.225157016,Digging
2023-10-01 03:18:45.189746592,Swinging
2023-10-01 03:19:03.469714328,Dumping
2023-10-01 03:19:17.077597278,Digging
2023-10-01 03:19:40.106077444,Swinging
2023-10-01 03:19:59.060077797,Dumping
2023-10-01 03:20:11.535666864,Digging
2023-10-01 03:20:34.993347767,Swinging
2023-10-01 03:20:54.936182649,Dumping
2023-10-01 03:21:08.792895479,Waiting for Truck
2023-10-01 03:22:58.689137284,Digging
2023-10-01 03:23:17.135936171,Swinging
2023-10-01 03:23:27.535197950,Dumping
2023-10-01 03:23:41.804785430,Waiting for Truck
2023-10-01 03:27:36.921296146,Digging
2023-10-01 03:27:54.566353846,Swinging
2023-10-01 03:28:07.865426553,Dumping
2023-10-01 03:28:19.301436053,Digging
2023-10-01 03:28:35.117762143,Swinging
2023-10-01 03:28:49.589128922,Dumping
2023-10-01 03:29:03.303444668,Digging
2023-10-01 03:29:26.303712914,Swinging
2023-10-01 03:29:39.848507197,Dumping
2023-10-01 03:29:51.962783623,Digging
2023-10-01 03:30:09.855280258,Swinging
2023-10-01 03:30:19.965310834,Dumping
2023-10-01 03:30:30.987515302,Digging
2023-10-01 03:30:47.890520910,Swinging
2023-10-01 03:31:04.767404389,Dumping
2023-10-01 03:31:19.150705833,Waiting for Truck
2023-10-01 03:32:23.985260127,Digging
2023-10-01 03:32:43.900941735,Swinging
2023-10-01 03:32:56.083953314,Dumping
2023-10-01 03:33:10.467339929,Digging
2023-10-01 03:33:28.400124156,Swinging
2023-10-01 03:33:42.763261187,Dumping
2023-10-01 03:33:53.711640886,Waiting for Truck
2023-10-01 03:34:16.162199560,Digging
2023-10-01 03:34:38.838908532,Swinging
2023-10-01 03:34:55.356587631,Dumping
2023-10-01 03:35:10.043755513,Waiting for Truck
2023-10-01 03:38:49.155706388,Digging
2023-10-01 03:39:09.979767180,Swinging
2023-10-01 03:39:28.631729670,Dumping
2023-10-01 03:39:41.907758390,Waiting for Truck
2023-10-01 03:40:25.872842362,Digging
2023-10-01 03:40:50.165273888,Swinging
2023-10-01 03:41:06.283507243,Dumping
2023-10-01 03:41:17.762308081,Digging
2023-10-01 03:41:36.241007093,Swinging
2023-10-01 03:41:51.813834332,Dumping
2023-10-01 03:42:03.330833101,Digging
2023-10-01 03:42:26.807133008,Swinging
2023-10-01 03:42:45.534530222,Dumping
2023-10-01 03:42:55.636435971,Waiting for Truck
2023-10-01 03:46:18.488149091,Digging
2023-10-01 03:46:35.990019839,Swinging
2023-10-01 03:46:55.974382873,Dumping
2023-10-01 03:47:08.969275672,Digging
2023-10-01 03:47:26.089678354,Swinging
2023-10-01 03:47:42.558211524,Dumping
2023-10-01 03:47:53.490111425,Waiting for Truck
2023-10-01 03:54:38.182020578,Digging
2023-10-01 03:55:02.697355955,Swinging
2023-10-01 03:55:18.880669669,Dumping
2023-10-01 03:55:32.445058168,Waiting for Truck
2023-10-01 04:00:47.191423120,Digging
2023-10-01 04:01:07.840188356,Swinging
2023-10-01 04:01:25.803103308,Dumping
2023-10-01 04:01:39.990650570,Digging
2023-10-01 04:01:55.103333943,Swinging
2023-10-01 04:02:10.885939259,Dumping
2023-10-01 04:02:25.633214646,Digging
2023-10-01 04:02:45.895452454,Swinging
2023-10-01 04:03:01.467314445,Dumping
2023-10-01 04:03:15.351109141,Digging
2023-10-01 04:03:35.395289528,Swinging
2023-10-01 04:03:53.490892202,Dumping
2023-10-01 04:04:07.816590926,Digging
2023-10-01 04:04:31.731531819,Swinging
2023-10-01 04:04:49.699587304,Dumping
2023-10-01 04:05:00.410589941,Waiting for Truck
2023-10-01 04:07:04.272930546,Digging
2023-10-01 04:07:25.697341281,Swinging
2023-10-01 04:07:38.239565447,Dumping
2023-10-01 04:07:51.823232907,Digging
2023-10-01 04:08:16.035007262,Swinging
2023-10-01 04:08:31.895156808,Dumping
2023-10-01 04:08:44.999392719,Digging
2023-10-01 04:09:01.338142903,Swinging
2023-10-01 04:09:20.933271655,Dumping
2023-10-01 04:09:34.604144143,Digging
2023-10-01 04:09:54.830721182,Swinging
2023-10-01 04:10:07.969703864,Dumping
2023-10-01 04:10:19.542884214,Digging
2023-10-01 04:10:41.453770250,Swinging
2023-10-01 04:10:59.960528527,Dumping
2023-10-01 04:11:14.384422302,Digging
2023-10-01 04:11:36.948439019,Swinging
2023-10-01 04:11:49.529531110,Dumping
2023-10-01 04:12:03.255956210,Digging
2023-10-01 04:12:18.705047398,Swinging
2023-10-01 04:12:38.230887338,Dumping
2023-10-01 04:12:50.271160503,Digging
2023-10-01 04:13:11.605814975,Swinging
2023-10-01 04:13:23.808352531,Dumping
2023-10-01 04:13:37.232265910,Digging
2023-10-01 04:13:58.174464776,Swinging
2023-10-01 04:14:08.433775649,Dumping
2023-10-01 04:14:22.770060153,Waiting for Truck
2023-10-01 04:18:25.793085225,Digging
2023-10-01 04:18:42.263157803,Swinging
2023-10-01 04:18:57.493282193,Dumping
2023-10-01 04:19:10.415050490,Digging
2023-10-01 04:19:27.538727732,Swinging
2023-10-01 04:19:40.993317462,Dumping
2023-10-01 04:19:54.271443109,Digging
2023-10-01 04:20:18.521356172,Swinging
2023-10-01 04:20:30.304005932,Dumping
2023-10-01 04:20:42.657595262,Waiting for Truck
2023-10-01 04:20:57.469574251,Digging
2023-10-01 04:21:14.706356063,Swinging
2023-10-01 04:21:30.694999285,Dumping
2023-10-01 04:21:44.849797842,Digging
2023-10-01 04:22:02.428272764,Swinging
2023-10-01 04:22:14.525568119,Dumping
2023-10-01 04:22:28.382643970,Digging
2023-10-01 04:22:46.070505049,Swinging
2023-10-01 04:23:05.945990575,Dumping
2023-10-01 04:23:16.965147886,Waiting for Truck
2023-10-01 04:24:37.141531274,Digging
2023-10-01 04:25:00.313309569,Swinging
2023-10-01 04:25:12.385421638,Dumping
2023-10-01 04:25:24.001437985,Digging
2023-10-01 04:25:44.265067754,Swinging
2023-10-01 04:25:54.341016952,Dumping
2023-10-01 04:26:05.833553543,Waiting for Truck
2023-10-01 04:34:09.804803486,Digging
2023-10-01 04:34:25.250338766,Swinging
2023-10-01 04:34:39.143364617,Dumping
2023-10-01 04:34:51.737470459,Digging
2023-10-01 04:35:08.947371212,Swinging
2023-10-01 04:35:22.011651960,Dumping
2023-10-01 04:35:36.543913907,Digging
2023-10-01 04:36:00.985769574,Swinging
2023-10-01 04:36:18.167029576,Dumping
2023-10-01 04:36:31.996529072,Digging
2023-10-01 04:36:49.377051470,Swinging
2023-10-01 04:37:09.038706676,Dumping
2023-10-01 04:37:22.608469377,Digging
2023-10-01 04:37:39.782576343,Swinging
2023-10-01 04:37:53.603739335,Dumping
2023-10-01 04:38:04.993504868,Digging
2023-10-01 04:38:28.923981787,Swinging
2023-10-01 04:38:43.949563888,Dumping
2023-10-01 04:38:54.752404238,Digging
2023-10-01 04:39:16.010801677,Swinging
2023-10-01 04:39:32.503821429,Dumping
2023-10-01 04:39:46.161639967,Digging
2023-10-01 04:40:04.812173387,Swinging
2023-10-01 04:40:20.921519468,Dumping
2023-10-01 04:40:31.739412191,Waiting for Truck
2023-10-01 04:42:31.596128660,Digging
2023-10-01 04:42:47.509035989,Swinging
2023-10-01 04:43:01.579990714,Dumping
2023-10-01 04:43:12.906382542,Digging
2023-10-01 04:43:31.440617441,Swinging
2023-10-01 04:43:47.463362476,Dumping
2023-10-01 04:44:00.488041779,Digging
2023-10-01 04:44:15.488903609,Swinging
2023-10-01 04:44:28.776530499,Dumping
2023-10-01 04:44:40.678526417,Digging
2023-10-01 04:44:58.159902046,Swinging
2023-10-01 04:45:10.851078259,Dumping
2023-10-01 04:45:21.670686222,Digging
